District Id,Overall,Cases
UP_Chitrakoot,Overall,7106
UP_Deoria,Overall,20212
UP_Etah,Overall,9964
UP_Etawah,Overall,13928
UP_Farrukhabad,Overall,10340
UP_Fatehpur,Overall,6803
UP_Firozabad,Overall,8715
UP_Gautam Buddha Nagar,Overall,63237
UP_Ghaziabad,Overall,55625
UP_Ghazipur,Overall,21637
UP_Gonda,Overall,12282
UP_Gorakhpur,Overall,59378
UP_Hamirpur,Overall,5230
UP_Hapur,Overall,12629
UP_Hardoi,Overall,13754
UP_Hathras,Overall,2917
UP_Jalaun,Overall,11662
UP_Jaunpur,Overall,22571
UP_Jhansi,Overall,36539
UP_Kannauj,Overall,9220
UP_Kanpur Dehat,Overall,6190
UP_Kanpur Nagar,Overall,82894
UP_Kasganj,Overall,4248
UP_Kaushambi,Overall,4416
UP_Kushinagar,Overall,15611
UP_Lakhimpur Kheri,Overall,24405
UP_Lalitpur,Overall,12734
UP_Lucknow,Overall,238655
UP_Maharajganj,Overall,12407
UP_Mahoba,Overall,4268
UP_Mainpuri,Overall,10018
UP_Mathura,Overall,20274
UP_Mau,Overall,8324
UP_Meerut,Overall,69424
UP_Mirzapur,Overall,11082
UP_Moradabad,Overall,39095
UP_Muzaffarnagar,Overall,31002
UP_Pilibhit,Overall,11028
UP_Pratapgarh,Overall,16025
UP_Prayagraj,Overall,78615
UP_Rae Bareli,Overall,17075
UP_Rampur,Overall,11822
UP_Saharanpur,Overall,32721
UP_Sambhal,Overall,9436
UP_Sant Kabir Nagar,Overall,8157
UP_Shahjahanpur,Overall,20353
UP_Shamli,Overall,12974
UP_Shrawasti,Overall,4385
UP_Siddharthnagar,Overall,9365
UP_Sitapur,Overall,12393
UP_Sonbhadra,Overall,16801
UP_Sultanpur,Overall,14909
UP_Unnao,Overall,14998
UP_Varanasi,Overall,85472
UT_Almora,Overall,12140
UT_Bageshwar,Overall,5720
UT_Chamoli,Overall,12151
UT_Champawat,Overall,7549
UT_Dehradun,Overall,111965
UT_Haridwar,Overall,51403
UT_Nainital,Overall,39080
UT_Pauri Garhwal,Overall,17545
UT_Pithoragarh,Overall,10169
UT_Rudraprayag,Overall,8744
UT_Tehri Garhwal,Overall,15818
UT_Udham Singh Nagar,Overall,37816
UT_Uttarkashi,Overall,12472
WB_Alipurduar,Overall,15068
WB_Bankura,Overall,34815
WB_Birbhum,Overall,40444
WB_Cooch Behar,Overall,28042
WB_Dakshin Dinajpur,Overall,17003
WB_Darjeeling,Overall,54276
WB_Hooghly,Overall,82276
WB_Howrah,Overall,94985
WB_Jalpaiguri,Overall,40381
WB_Jhargram,Overall,11467
WB_Kalimpong,Overall,6563
WB_Kolkata,Overall,311430
WB_Malda,Overall,32729
WB_Murshidabad,Overall,33651
WB_Nadia,Overall,69784
WB_North 24 Parganas,Overall,320427
WB_Paschim Bardhaman,Overall,56437
WB_Paschim Medinipur,Overall,51227
WB_Purba Bardhaman,Overall,40280
WB_Purba Medinipur,Overall,61010
WB_Purulia,Overall,19214
WB_South 24 Parganas,Overall,96779
WB_Uttar Dinajpur,Overall,19536
